STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,PERS_TYPE,Type of personnel,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2020,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2021,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2007,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2008,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2009,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2010,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2011,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2012,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2013,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2014,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2015,,610.2,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2016,,603,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2017,,603,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2018,,648,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2019,,859.2,,B,Time series break,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2020,,854.4,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LTU,Lithuania,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2021,,854.4,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2007,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2008,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2009,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2010,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2011,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2012,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2013,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2014,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2015,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2016,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2017,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2018,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2019,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2020,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,NZL,New Zealand,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2021,,760,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2007,,627,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2008,,627,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2009,,641.66667,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2010,,634.33333,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2011,,645.33333,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2012,,616,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2013,,608.66667,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2014,,605,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2015,,605,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2016,,605,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2017,,616,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2018,,612.33333,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2019,,605,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2020,,649,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2021,,667.33333,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2007,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2008,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2009,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2010,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2011,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2012,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2013,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2014,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2015,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2016,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2017,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2018,,720,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2019,,718,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2020,,722,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2021,,744,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2007,,1086.84706,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2008,,1101.22356,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2009,,1108.79783,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2010,,1104.79325,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2011,,1119.98218,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2012,,1103.34283,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2013,,1128.55618,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2014,,1145.81344,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2015,,1157.36,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2016,,1158.43054,,A,Normal value,,,OBS,Observed,0,Zero
