STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,EDUCATION_LEV,Education level,MEASURE,Measure,EDUCATION_TYPE,Education type,INTENSITY,Intensity,EDUCATION_FIELD,Field of education,GRADE,Grade,FREQ,Frequency of observation,ORIGIN,Origin,DESTINATION,Destination,INST_TYPE_EDU,Type of educational institution,MOBILITY,Mobility,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_AGES,Reference date for ages,ORIGIN_CRITERION,Origin criterion,REPYEARSTART,Reference year start,REPYEAREND,Reference year end,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,COMMENT_OBS,Observation comment,DECIMALS,Decimals,TIME_PER_COLLECT,Time period collection,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NOR,Norway,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,9.415325,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NOR,Norway,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,9.127143,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,HUN,Hungary,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,12.04039,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,SVN,Slovenia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,6.039173,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,SVN,Slovenia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,6.083198,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,SVN,Slovenia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,8.479075,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,SVN,Slovenia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,8.26023,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,SVN,Slovenia,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,8.208479,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,13.42991,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,13.74487,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,13.19087,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,13.663,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,13.2611,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,13.72269,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,12.80798,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,14.00697,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,14.39949,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,CRI,Costa Rica,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,14.05056,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ESP,Spain,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,10.94241,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ESP,Spain,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,10.78212,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ESP,Spain,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,11.52446,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ESP,Spain,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,11.73366,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,ESP,Spain,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,11.8787,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,11.51113,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,11.10571,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,10.66651,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,10.41887,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,9.829127,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,9.748366,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,10.04238,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,10.1942,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,16.76182,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,17.38557,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,17.46214,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,17.6909,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2018,,17.63501,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2017,,18.03046,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2016,,17.94689,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2015,,18.0326,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2014,,19.17532,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,NLD,Netherlands,ISCED11_3,Upper secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2013,,18.60238,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GBR,United Kingdom,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2022,,16.87011,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GBR,United Kingdom,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2021,,16.6056,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GBR,United Kingdom,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2020,,16.65076,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR(1.0),Ratio of students to teaching staff by type of institution,I,GBR,United Kingdom,ISCED11_2,Lower secondary education,STU_PERS,Students adjusted to personnel,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_Z,Not applicable,_Z,Not applicable,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_Z,Not applicable,ST_TCHR,Students per teacher,_T,Total,_T,Total,2019,,16.18053,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
